id	theta	r	color	phy
s__Citrobacter braakii	4.7783888260483405	380	#E7298A	p__Proteobacteria
s__Enterobacter ludwigii	4.7798231181103015	100	#E7298A	p__Proteobacteria
s__Enterobacter nimipressuralis	4.787931604130395	340	#E7298A	p__Proteobacteria
s__Vibrio metoecus	4.795251439247795	400	#E7298A	p__Proteobacteria
s__Vitreoscilla massiliensis	4.796586406584464	200	#E7298A	p__Proteobacteria
s__Haemophilus_D parainfluenzae_N	4.8061439268368495	260	#E7298A	p__Proteobacteria
s__Haemophilus_D parainfluenzae_J	4.807345389914245	240	#E7298A	p__Proteobacteria
s__Aggregatibacter segnis	4.808366251410875	280	#E7298A	p__Proteobacteria
s__Haemophilus_D parainfluenzae_K	4.812778219315191	180	#E7298A	p__Proteobacteria
s__Haemophilus_D parainfluenzae_L	4.812863802639087	220	#E7298A	p__Proteobacteria
s__Citrobacter_B koseri	4.817847327163322	360	#E7298A	p__Proteobacteria
s__Ralstonia pickettii	4.8311887025792615	380	#E7298A	p__Proteobacteria
s__Haemophilus sp002998595	4.832755552218757	300	#E7298A	p__Proteobacteria
s__Haemophilus influenzae	4.83852510647619	160	#E7298A	p__Proteobacteria
s__Proteus sp001722135	4.838997526424098	320	#E7298A	p__Proteobacteria
s__Neisseria sp000186165	4.841205815017808	140	#E7298A	p__Proteobacteria
s__Neisseria subflava_B	4.845516921705232	400	#E7298A	p__Proteobacteria
s__Haemophilus_D parainfluenzae	4.847206937216995	340	#E7298A	p__Proteobacteria
s__CAG-521 sp000437635	4.869704823038134	80	#E7298A	p__Proteobacteria
s__CAG-495 sp000436375	4.873450736961371	360	#E7298A	p__Proteobacteria
s__Citrobacter portucalensis_A	4.8805867721830545	280	#E7298A	p__Proteobacteria
s__Metakosakonia intermedia	4.883714115814375	260	#E7298A	p__Proteobacteria
s__Haemophilus_D parainfluenzae_M	4.8839885791101825	380	#E7298A	p__Proteobacteria
s__Bradyrhizobium sp000015165	4.891121194009973	240	#E7298A	p__Proteobacteria
s__Dakarella massiliensis	4.895782404162668	400	#E7298A	p__Proteobacteria
s__Enterobacter mori	4.896568919535402	120	#E7298A	p__Proteobacteria
s__Yokenella regensburgei	4.897928105087361	200	#E7298A	p__Proteobacteria
s__Morganella morganii	4.899597949103646	300	#E7298A	p__Proteobacteria
s__Citrobacter europaeus	4.901829379495894	320	#E7298A	p__Proteobacteria
s__Duodenibacillus massiliensis	4.903924459264878	220	#E7298A	p__Proteobacteria
s__Haemophilus_A parahaemolyticus	4.906482270303594	340	#E7298A	p__Proteobacteria
s__Metakosakonia sp002377245	4.924977956943398	180	#E7298A	p__Proteobacteria
s__Yersinia pestis	4.92905414675942	360	#E7298A	p__Proteobacteria
s__Citrobacter pasteurii	4.9367884556411035	380	#E7298A	p__Proteobacteria
s__Enterobacter cloacae_B	4.946047886620105	400	#E7298A	p__Proteobacteria
s__Pantoea septica	4.952807292955233	280	#E7298A	p__Proteobacteria
s__Laribacter hongkongensis	4.957784897770359	60	#E7298A	p__Proteobacteria
s__Klebsiella_B aerogenes	4.961284304791901	260	#E7298A	p__Proteobacteria
s__Yersinia frederiksenii_C	4.964188812619782	160	#E7298A	p__Proteobacteria
s__Cedecea davisae	4.96466123256769	320	#E7298A	p__Proteobacteria
s__Pluralibacter gergoviae	4.965757603390194	340	#E7298A	p__Proteobacteria
s__Enterobacter cloacae_K	4.966440345988535	300	#E7298A	p__Proteobacteria
s__Pantoea conspicua	4.9748969981057005	240	#E7298A	p__Proteobacteria
s__Klebsiella quasipneumoniae	4.9825065151160945	100	#E7298A	p__Proteobacteria
s__Citrobacter_A sedlakii	4.98465755655747	360	#E7298A	p__Proteobacteria
s__Klebsiella quasivariicola	4.987326403556868	140	#E7298A	p__Proteobacteria
s__Salmonella bongori	4.9895883321720245	380	#E7298A	p__Proteobacteria
s__Enterobacter sesami	4.994985115890669	220	#E7298A	p__Proteobacteria
s__Klebsiella variicola	4.996313369077542	400	#E7298A	p__Proteobacteria
s__Raoultella ornithinolytica	4.999269803590257	200	#E7298A	p__Proteobacteria
s__Klebsiella_A oxytoca	5.025027813727412	280	#E7298A	p__Proteobacteria
s__Citrobacter portucalensis	5.025032936476794	340	#E7298A	p__Proteobacteria
s__Metakosakonia massiliensis	5.0274930856394855	320	#E7298A	p__Proteobacteria
s__Metakosakonia intestini	5.033282742873425	300	#E7298A	p__Proteobacteria
s__Kluyvera ascorbata	5.0371776945716045	180	#E7298A	p__Proteobacteria
s__Klebsiella_A grimontii	5.038854493769427	260	#E7298A	p__Proteobacteria
s__Enterobacter cloacae	5.040260966355519	360	#E7298A	p__Proteobacteria
s__Cronobacter sakazakii	5.0423882087029455	380	#E7298A	p__Proteobacteria
s__Succinivibrio sp003456415	5.046578851534979	400	#E7298A	p__Proteobacteria
s__Plesiomonas shigelloides	5.050169243139081	20	#E7298A	p__Proteobacteria
s__Pseudescherichia vulneris	5.0586728022014285	240	#E7298A	p__Proteobacteria
s__Serratia marcescens_I	5.066384738648363	120	#E7298A	p__Proteobacteria
s__Nissabacter archeti	5.084308269563394	340	#E7298A	p__Proteobacteria
s__Sutterella wadsworthensis_B	5.08604577251646	220	#E7298A	p__Proteobacteria
s__Kluyvera ascorbata_B	5.089852518763374	160	#E7298A	p__Proteobacteria
s__Anaerobiospirillum succiniciproducens	5.090324938711281	320	#E7298A	p__Proteobacteria
s__Succinivibrio sp000431835	5.0951880852338665	380	#E7298A	p__Proteobacteria
s__Neisseria macacae	5.0958643761535685	360	#E7298A	p__Proteobacteria
s__Klebsiella pneumoniae	5.096844333992415	400	#E7298A	p__Proteobacteria
s__Citrobacter_A farmeri	5.097248334499592	280	#E7298A	p__Proteobacteria
s__Parasutterella excrementihominis	5.100125139758314	300	#E7298A	p__Proteobacteria
s__Enterobacter kobei	5.100611502093154	200	#E7298A	p__Proteobacteria
s__Pantoea agglomerans	5.116424682746953	260	#E7298A	p__Proteobacteria
s__Citrobacter werkmanii_A	5.121032235325317	80	#E7298A	p__Proteobacteria
s__Citrobacter_A amalonaticus_D	5.133446992095928	140	#E7298A	p__Proteobacteria
s__Pantoea_B calida	5.142448606297156	240	#E7298A	p__Proteobacteria
s__Enterobacter bugandensis	5.1435836026499935	340	#E7298A	p__Proteobacteria
s__Cronobacter malonaticus	5.147109816449852	400	#E7298A	p__Proteobacteria
s__Citrobacter werkmanii	5.1479879617647875	380	#E7298A	p__Proteobacteria
s__Parasutterella sp000980495	5.149377432199811	180	#E7298A	p__Proteobacteria
s__CAG-495 sp001917125	5.151467785951618	360	#E7298A	p__Proteobacteria
s__Providencia stuartii_B	5.153156791783077	320	#E7298A	p__Proteobacteria
s__Enterobacter_D kobei	5.166967536643203	300	#E7298A	p__Proteobacteria
s__Citrobacter freundii	5.169468855271771	280	#E7298A	p__Proteobacteria
s__Acinetobacter johnsonii	5.177106429142251	220	#E7298A	p__Proteobacteria
s__51-20 sp001917175	5.185189912121888	100	#E7298A	p__Proteobacteria
s__CAG-267 sp001917135	5.193994871724478	260	#E7298A	p__Proteobacteria
s__Aeromonas hydrophila	5.197375298907288	400	#E7298A	p__Proteobacteria
s__Enterobacter himalayensis	5.200787838295708	380	#E7298A	p__Proteobacteria
s__Acidovorax_D sp000302535	5.2019532005960505	200	#E7298A	p__Proteobacteria
s__Atlantibacter hermannii	5.202858935736594	340	#E7298A	p__Proteobacteria
s__Salmonella enterica	5.207071195749667	360	#E7298A	p__Proteobacteria
s__Pantoea brenneri	5.215516224906965	160	#E7298A	p__Proteobacteria
s__Escherichia albertii	5.215988644854873	320	#E7298A	p__Proteobacteria
s__Escherichia sp000208585	5.226224410392884	240	#E7298A	p__Proteobacteria
s__Klebsiella_A michiganensis	5.233809933528092	300	#E7298A	p__Proteobacteria
s__Escherichia marmotae	5.236200557761325	120	#E7298A	p__Proteobacteria
s__Escherichia fergusonii	5.24168937604395	280	#E7298A	p__Proteobacteria
s__Escherichia coli_D	5.2476407813647254	400	#E7298A	p__Proteobacteria
s__Enterobacter cloacae_H	5.253587714826629	380	#E7298A	p__Proteobacteria
s__Pseudescherichia sp002298805	5.261577169828018	180	#E7298A	p__Proteobacteria
s__Sutterella wadsworthensis_A	5.262134268823194	340	#E7298A	p__Proteobacteria
s__Bifidobacterium vaginale	5.262674605547717	360	#66A61E	p__Actinobacteriota
s__Bifidobacterium lacrimalis	5.2681670857680425	220	#66A61E	p__Actinobacteriota
s__Bifidobacterium vaginale_F	5.271565060702004	260	#66A61E	p__Actinobacteriota
s__Pauljensenia sp000758755	5.278820497926669	320	#66A61E	p__Actinobacteriota
s__Pauljensenia sp000308055	5.279567580634989	140	#66A61E	p__Actinobacteriota
s__Actinomyces sp900323545	5.2832297507738115	40	#66A61E	p__Actinobacteriota
s__Parascardovia denticolens	5.297906263822162	400	#66A61E	p__Actinobacteriota
s__Slackia exigua	5.300652330412982	300	#66A61E	p__Actinobacteriota
s__Pauljensenia radingae	5.3032948990989475	200	#66A61E	p__Actinobacteriota
s__Flaviflexus massiliensis	5.30638759135755	380	#66A61E	p__Actinobacteriota
s__Pauljensenia polynesiensis	5.306850748169225	60	#66A61E	p__Actinobacteriota
s__Mobilicoccus massiliensis	5.310000214488612	240	#66A61E	p__Actinobacteriota
s__Corynebacterium phoceense	5.313909896816129	280	#66A61E	p__Actinobacteriota
s__Pauljensenia bouchesdurhonensis	5.318278015345767	360	#66A61E	p__Actinobacteriota
s__Corynebacterium afermentans	5.321409601909793	340	#66A61E	p__Actinobacteriota
s__Kocuria rhizophila_B	5.341179931050557	160	#66A61E	p__Actinobacteriota
s__Collinsella aerofaciens_E	5.341652350998465	320	#66A61E	p__Actinobacteriota
s__Olsenella sp001457795	5.348171746279599	400	#66A61E	p__Actinobacteriota
s__Brevibacterium senegalense	5.34913524967953	260	#66A61E	p__Actinobacteriota
s__Enorma massiliensis_A	5.359187467888471	380	#66A61E	p__Actinobacteriota
s__Tessaracoccus massiliensis	5.359227742393833	220	#66A61E	p__Actinobacteriota
s__Corynebacterium glucuronolyticum	5.367494727297871	300	#66A61E	p__Actinobacteriota
s__Varibaculum cambriense	5.372359647612501	80	#66A61E	p__Actinobacteriota
s__Corynebacterium kefirresidentii	5.373776907456225	180	#66A61E	p__Actinobacteriota
s__Corynebacterium propinquum	5.373881425143816	360	#66A61E	p__Actinobacteriota
s__Corynebacterium striatum	5.380684934996394	340	#66A61E	p__Actinobacteriota
s__Actinomyces graevenitzii	5.3861304175883085	280	#66A61E	p__Actinobacteriota
s__Actinomyces viscosus	5.387873309127681	100	#66A61E	p__Actinobacteriota
s__Propionibacterium freudenreichii	5.39377601858434	240	#66A61E	p__Actinobacteriota
s__Cutibacterium avidum	5.398437228737035	400	#66A61E	p__Actinobacteriota
s__Libanicoccus massiliensis	5.40448420407026	320	#66A61E	p__Actinobacteriota
s__Collinsella aerofaciens_A	5.404636597601844	200	#66A61E	p__Actinobacteriota
s__Urmitella timonensis	5.406016376874287	120	#66A61E	p__Actinobacteriota
s__Varibaculum cambriense_A	5.4119873444193916	380	#66A61E	p__Actinobacteriota
s__Rubneribacter badeniensis	5.425688169174049	140	#66A61E	p__Actinobacteriota
s__Fannyhessea vaginae	5.426705438657056	260	#66A61E	p__Actinobacteriota
s__DNF00809 sp001552935	5.429484834941865	360	#66A61E	p__Actinobacteriota
s__Olegusella massiliensis	5.43433712418276	300	#66A61E	p__Actinobacteriota
s__Atopobium minutum	5.439960268082993	340	#66A61E	p__Actinobacteriota
s__CAG-1427 sp000434775	5.448702711194472	400	#66A61E	p__Actinobacteriota
s__Collinsella provencensis	5.450288399019624	220	#66A61E	p__Actinobacteriota
s__RUG013 sp001486445	5.458350938360487	280	#66A61E	p__Actinobacteriota
s__Pauljensenia sp000411415	5.4647872209503126	380	#66A61E	p__Actinobacteriota
s__Rothia aeria	5.466843637194149	160	#66A61E	p__Actinobacteriota
s__Corynebacterium bouchesdurhonense	5.467316057142057	320	#66A61E	p__Actinobacteriota
s__Collinsella phocaeensis	5.477551822680068	240	#66A61E	p__Actinobacteriota
s__Arabia massiliensis	5.485088244739915	360	#66A61E	p__Actinobacteriota
s__QAMH01 sp003149935	5.485976645084432	180	#66A61E	p__Actinobacteriota
s__Gordonibacter massiliensis	5.498968193651908	400	#66A61E	p__Actinobacteriota
s__CAG-1427 sp000435675	5.499235601169593	340	#66A61E	p__Actinobacteriota
s__Corynebacterium provencense	5.501179521067649	300	#66A61E	p__Actinobacteriota
s__Olsenella_E sp002160255	5.5042756276345814	260	#66A61E	p__Actinobacteriota
s__Pauljensenia turicensis	5.5059782961047405	200	#66A61E	p__Actinobacteriota
s__Collinsella sp003487125	5.5175870974812335	380	#66A61E	p__Actinobacteriota
s__Olsenella_E sp002159735	5.530147910213852	320	#66A61E	p__Actinobacteriota
s__UBA7748 sp900314535	5.530571459132666	280	#66A61E	p__Actinobacteriota
s__Olsenella_E sp003150175	5.540691654537964	360	#66A61E	p__Actinobacteriota
s__Bifidobacterium animalis	5.541349055645416	220	#66A61E	p__Actinobacteriota
s__Gordonibacter urolithinfaciens	5.5492336761093455	400	#66A61E	p__Actinobacteriota
s__Collinsella bouchesdurhonensis	5.558510934256193	340	#66A61E	p__Actinobacteriota
s__Bifidobacterium pseudolongum_A	5.561327626775796	240	#66A61E	p__Actinobacteriota
s__Olsenella_B sp000752675	5.568021917952539	300	#66A61E	p__Actinobacteriota
s__Corynebacterium aurimucosum_E	5.5703869740121545	380	#66A61E	p__Actinobacteriota
s__Rothia sp001808955	5.571808757713109	140	#66A61E	p__Actinobacteriota
s__Rothia mucilaginosa_A	5.575832195987249	120	#66A61E	p__Actinobacteriota
s__Rothia mucilaginosa	5.581845816612107	260	#66A61E	p__Actinobacteriota
s__Gordonibacter pamelaeae	5.590556706133474	100	#66A61E	p__Actinobacteriota
s__Collinsella sp000434535	5.592507343337741	160	#66A61E	p__Actinobacteriota
s__Lancefieldella parvula	5.592979763285649	320	#66A61E	p__Actinobacteriota
s__Pauljensenia sp000278725	5.596295064336013	360	#66A61E	p__Actinobacteriota
s__Pauljensenia sp001838165	5.598176382712639	180	#66A61E	p__Actinobacteriota
s__Collinsella intestinalis	5.599499158566782	400	#66A61E	p__Actinobacteriota
s__Lancefieldella sp000564995	5.602791979904846	280	#66A61E	p__Actinobacteriota
s__Enteroscipio rubneri	5.607319994607637	200	#66A61E	p__Actinobacteriota
s__Bifidobacterium vaginale_E	5.617786267342793	340	#66A61E	p__Actinobacteriota
s__Collinsella ihuae	5.6231868505430755	380	#66A61E	p__Actinobacteriota
s__Actinobaculum massiliense	5.623687059899685	80	#66A61E	p__Actinobacteriota
s__Collinsella sp000763055	5.6324097122712065	220	#66A61E	p__Actinobacteriota
s__Adlercreutzia equolifaciens	5.634864314837428	300	#66A61E	p__Actinobacteriota
s__Olsenella_E provencensis	5.645103430871524	240	#66A61E	p__Actinobacteriota
s__Senegalimassilia anaerobia	5.649764641024219	400	#66A61E	p__Actinobacteriota
s__Scardovia wiggsiae	5.651898474134063	360	#66A61E	p__Actinobacteriota
s__Varibaculum cambriense_B	5.655811616357444	320	#66A61E	p__Actinobacteriota
s__Bifidobacterium gallinarum	5.655916598568091	60	#66A61E	p__Actinobacteriota
s__Pauljensenia keddieii	5.659416005589633	260	#66A61E	p__Actinobacteriota
s__Bifidobacterium dentium	5.675012500677025	280	#66A61E	p__Actinobacteriota
s__Bifidobacterium angulatum	5.675986727073996	380	#66A61E	p__Actinobacteriota
s__CAG-1427 sp000435475	5.677061600429393	340	#66A61E	p__Actinobacteriota
s__Phoenicibacter massiliensis	5.700030123481655	400	#66A61E	p__Actinobacteriota
s__Collinsella aerofaciens	5.701706711722317	300	#66A61E	p__Actinobacteriota
s__Slackia_A piriformis	5.707501883932112	360	#66A61E	p__Actinobacteriota
s__Collinsella stercoris	5.708661693110534	200	#66A61E	p__Actinobacteriota
s__Collinsella tanakaei	5.710376120340846	180	#66A61E	p__Actinobacteriota
s__Eggerthella lenta	5.717929346252169	140	#66A61E	p__Actinobacteriota
s__Rothia mucilaginosa_B	5.718171049481333	160	#66A61E	p__Actinobacteriota
s__Enorma massiliensis	5.7186434694292405	320	#66A61E	p__Actinobacteriota
s__Olsenella_E sp900119915	5.723470368896997	220	#66A61E	p__Actinobacteriota
s__Alloscardovia omnicolens	5.728786603604917	380	#66A61E	p__Actinobacteriota
s__CAG-1427 sp000431675	5.728879234967252	240	#66A61E	p__Actinobacteriota
s__Bifidobacterium thermacidophilum	5.736336933515992	340	#66A61E	p__Actinobacteriota
s__Bifidobacterium pullorum	5.736986194567159	260	#66A61E	p__Actinobacteriota
s__Collinsella aerofaciens_F	5.745648015100211	120	#66A61E	p__Actinobacteriota
s__Bifidobacterium scardovii	5.747233021449204	280	#66A61E	p__Actinobacteriota
s__Bifidobacterium pseudocatenulatum	5.750295605939092	400	#66A61E	p__Actinobacteriota
s__Bifidobacterium catenulatum	5.7631052937301614	360	#66A61E	p__Actinobacteriota
s__Bifidobacterium sp002742445	5.768549108607206	300	#66A61E	p__Actinobacteriota
s__CAG-1427 sp000436075	5.781475322501036	320	#66A61E	p__Actinobacteriota
s__Bifidobacterium adolescentis	5.781586480135838	380	#66A61E	p__Actinobacteriota
s__Bifidobacterium bifidum	5.793240103139267	100	#66A61E	p__Actinobacteriota
s__Collinsella sp002232035	5.795612266602593	340	#66A61E	p__Actinobacteriota
s__Bifidobacterium ruminantium	5.800561088396528	400	#66A61E	p__Actinobacteriota
s__Collinsella sp002391315	5.806828526372111	40	#66A61E	p__Actinobacteriota
s__Bifidobacterium breve	5.81000339161343	200	#66A61E	p__Actinobacteriota
s__Bifidobacterium infantis	5.81265503906298	240	#66A61E	p__Actinobacteriota
s__Veillonella_A magna	5.814531025522789	220	#E6AB02	p__Firmicutes_C
s__Anaeroglobus sp900240295	5.8145563835446845	260	#E6AB02	p__Firmicutes_C
s__Negativicoccus massiliensis	5.818708703528212	360	#E6AB02	p__Firmicutes_C
s__Succiniclasticum sp900314855	5.819453542221384	280	#E6AB02	p__Firmicutes_C
s__Anaeroglobus massiliensis	5.822575857969053	180	#E6AB02	p__Firmicutes_C
s__UBA5809 sp002417965	5.834386356666759	380	#E6AB02	p__Firmicutes_C
s__Negativicoccus succinicivorans	5.835391505492095	300	#E6AB02	p__Firmicutes_C
s__Succiniclasticum sp900316935	5.843834755624925	160	#E6AB02	p__Firmicutes_C
s__Megamonas hypermegale	5.8443071755728315	320	#E6AB02	p__Firmicutes_C
s__Veillonella sp002959755	5.8508265708539655	400	#E6AB02	p__Firmicutes_C
s__Anaeroglobus micronuciformis	5.854887599689192	340	#E6AB02	p__Firmicutes_C
s__Veillonella_A sp000431435	5.86404993479123	140	#E6AB02	p__Firmicutes_C
s__Megasphaera sp002319965	5.874312113326261	360	#E6AB02	p__Firmicutes_C
s__Veillonella infantium	5.875014472186868	80	#E6AB02	p__Firmicutes_C
s__Veillonella rogosae	5.88718623319768	380	#E6AB02	p__Firmicutes_C
s__Veillonella tobetsuensis	5.891674062993562	280	#E6AB02	p__Firmicutes_C
s__Succiniclasticum sp900315805	5.89212657252221	260	#E6AB02	p__Firmicutes_C
s__Megasphaera massiliensis	5.896430843158708	240	#E6AB02	p__Firmicutes_C
s__Veillonella_A seminalis	5.901092053311403	400	#E6AB02	p__Firmicutes_C
s__Acidaminococcus sp900291475	5.9022339023769845	300	#E6AB02	p__Firmicutes_C
s__UBA1822 sp002314995	5.90559168214858	220	#E6AB02	p__Firmicutes_C
s__Veillonella atypica	5.907139028644628	320	#E6AB02	p__Firmicutes_C
s__Veillonella dispar_A	5.911345090116327	200	#E6AB02	p__Firmicutes_C
s__Phascolarctobacterium sp000436095	5.914162932775792	340	#E6AB02	p__Firmicutes_C
s__Acidaminococcus timonensis	5.915463834213172	120	#E6AB02	p__Firmicutes_C
s__Acidaminococcus massiliensis	5.92991552312431	360	#E6AB02	p__Firmicutes_C
s__Acidaminococcus fermentans	5.93477559559726	180	#E6AB02	p__Firmicutes_C
s__Megasphaera sp000417505	5.939986109728601	380	#E6AB02	p__Firmicutes_C
s__Acidaminococcus sp000437815	5.951357535768839	400	#E6AB02	p__Firmicutes_C
s__Megasphaera elsdenii	5.963894583765741	280	#E6AB02	p__Firmicutes_C
s__Selenomonas_C sp002351185	5.969076299261873	300	#E6AB02	p__Firmicutes_C
s__Selenomonas_C bovis	5.969498461768516	160	#E6AB02	p__Firmicutes_C
s__Mitsuokella multacida	5.969696761499736	260	#E6AB02	p__Firmicutes_C
s__Mitsuokella jalaludinii	5.969970881716423	320	#E6AB02	p__Firmicutes_C
s__Dialister succinatiphilus	5.973438265862392	340	#E6AB02	p__Firmicutes_C
s__Veillonella dispar	5.980206647254434	240	#E6AB02	p__Firmicutes_C
s__Veillonella parvula	5.98551893292236	360	#E6AB02	p__Firmicutes_C
s__Veillonella parvula_A	5.992785986259522	380	#E6AB02	p__Firmicutes_C
s__Acidaminococcus intestini	5.99592350014506	100	#E6AB02	p__Firmicutes_C
s__Dialister sp900343095	5.996652338774371	220	#E6AB02	p__Firmicutes_C
s__Caecibacter massiliensis	6.001623018226276	400	#E6AB02	p__Firmicutes_C
s__Megamonas funiformis	6.004982448966956	60	#E6AB02	p__Firmicutes_C
s__Allisonella histaminiformans	6.01017052333029	140	#E6AB02	p__Firmicutes_C
s__Dialister sp000434475	6.012686788619223	200	#E6AB02	p__Firmicutes_C
s__Dialister sp002320515	6.032713598948992	340	#E6AB02	p__Firmicutes_C
s__Anaeroglobus geminatus	6.03280273478822	320	#E6AB02	p__Firmicutes_C
s__Dialister_A pneumosintes	6.035918696146763	300	#E6AB02	p__Firmicutes_C
s__F0422 sp001553345	6.03611510453792	280	#E6AB02	p__Firmicutes_C
s__Megasphaera sp001546855	6.041122342720409	360	#E6AB02	p__Firmicutes_C
s__Phascolarctobacterium faecium	6.045585862790443	380	#E6AB02	p__Firmicutes_C
s__Dialister invisus	6.0469753332254665	180	#E6AB02	p__Firmicutes_C
s__Megasphaera sp900066485	6.047266950477262	260	#E6AB02	p__Firmicutes_C
s__Phascolarctobacterium_A succinatutens	6.051888500683712	400	#E6AB02	p__Firmicutes_C
s__Phascolarctobacterium_A succinatutens_A	6.063982451350162	240	#E6AB02	p__Firmicutes_C
s__Pyramidobacter piscolens	6.085279653326134	120	#AAAAAA	other
s__GM2 sp900069005	6.087712995400162	220	#AAAAAA	other
s__Paenibacillus_F sp000411255	6.0919889320355916	340	#AAAAAA	other
s__Paenibacillus_A senegalimassiliensis	6.0951621679121075	160	#AAAAAA	other
s__Helicobacter_F sp002287135	6.095634587860015	320	#AAAAAA	other
s__Helicobacter_A rappini	6.096725752518458	360	#AAAAAA	other
s__Campylobacter_D coli_A	6.098385739321363	380	#AAAAAA	other
s__Desulfovibrio desulfuricans_A	6.102153983141149	400	#AAAAAA	other
s__Campylobacter_D coli_B	6.102761093031652	300	#AAAAAA	other
s__Helicobacter_B macacae	6.1083356253101	280	#AAAAAA	other
s__Campylobacter_B hominis	6.11402848712212	200	#AAAAAA	other
s__Campylobacter hyointestinalis	6.124837139454788	260	#AAAAAA	other
s__Helicobacter_C cinaedi	6.126341884474051	80	#AAAAAA	other
s__Campylobacter_D coli	6.14775825544589	240	#AAAAAA	other
s__Campylobacter_D jejuni	6.151185615852284	380	#AAAAAA	other
s__UBA9732 sp001940825	6.151264265122192	340	#AAAAAA	other
s__Campylobacter fetus	6.152329162316508	360	#AAAAAA	other
s__Treponema_D berlinense	6.1524194655985855	400	#AAAAAA	other
s__Campylobacter_D upsaliensis	6.15629111186935	140	#AAAAAA	other
s__Desulfovibrio desulfuricans	6.158466440931811	320	#AAAAAA	other
s__Methanomethylophilus alvus	6.159175070853673	180	#AAAAAA	other
s__Acetomicrobium hydrogeniformans	6.1696034899165415	300	#AAAAAA	other
s__Methanosphaera stadtmanae	6.178773652025953	220	#AAAAAA	other
s__Campylobacter_B ureolyticus	6.180556146082279	280	#AAAAAA	other
s__Desulfovibrio fairfieldensis	6.198606897150853	100	#AAAAAA	other
s__Paenibacillus amylolyticus_C	6.202407328432313	260	#AAAAAA	other
s__Brevibacillus_C massiliensis	6.202684948056023	400	#AAAAAA	other
s__Campylobacter_A concisus	6.203985492383205	380	#AAAAAA	other
s__Methanosphaera sp900322125	6.207932572114557	360	#AAAAAA	other
s__Desulfovibrio sp002159665	6.210539598208792	340	#AAAAAA	other
s__Methanosphaera cuniculi	6.215370185625016	200	#AAAAAA	other
s__Cloacibacillus porcorum	6.220825874055699	160	#AAAAAA	other
s__Cloacibacillus evryensis	6.221298294003607	320	#AAAAAA	other
s__Mailhella sp003150275	6.231534059541618	240	#AAAAAA	other
s__Fibrobacter_A intestinalis	6.23644588680143	300	#AAAAAA	other
s__Brachyspira sp000431595	6.252776666854458	280	#AAAAAA	other
s__Brachyspira pilosicoli	6.252950430513459	400	#AAAAAA	other
s__Campylobacter_A concisus_B	6.255095472439096	120	#AAAAAA	other
s__Methanobrevibacter_A woesei	6.256785368914126	380	#AAAAAA	other
s__Methanobrevibacter_A oralis	6.263535981912606	360	#AAAAAA	other
s__Treponema_D sp002478955	6.269814931295391	340	#AAAAAA	other
s__Treponema_D sp002449305	6.2698343086517445	220	#AAAAAA	other
s__Treponema_D succinifaciens	6.27137480848188	180	#AAAAAA	other
s__Desulfovibrio piger_A	6.279977517409839	260	#AAAAAA	other
s__Desulfovibrio piger	6.284130147075403	320	#AAAAAA	other
s__Bilophila wadsworthia	6.30241170040841	140	#AAAAAA	other
s__Desulfovibrio sp900319575	6.303215912970896	400	#AAAAAA	other
s__Paenibacillus lactis	6.30328828368632	300	#AAAAAA	other
s__Methanobrevibacter_A smithii_A	6.309585245445047	380	#AAAAAA	other
s__Methanobrevibacter_A smithii	6.315309863637346	240	#AAAAAA	other
s__	6.316711884127913	200	#AAAAAA	other
s__Cetobacterium_A somerae	6.319139391710657	360	#FFFF33	p__Fusobacteriota
s__Sneathia sanguinegens	6.3249971876266375	280	#FFFF33	p__Fusobacteriota
s__Fusobacterium animalis	6.329090264381991	340	#FFFF33	p__Fusobacteriota
s__Fusobacterium periodonticum_B	6.346489580199291	160	#FFFF33	p__Fusobacteriota
s__Fusobacterium polymorphum	6.346962000147199	320	#FFFF33	p__Fusobacteriota
s__Fusobacterium_A ulcerans	6.353481395428332	400	#FFFF33	p__Fusobacteriota
s__Fusobacterium nucleatum_E	6.357547706387365	260	#FFFF33	p__Fusobacteriota
s__Fusobacterium_A varium_A	6.360894965277535	220	#FFFF33	p__Fusobacteriota
s__Sneathia amnii	6.362385121975968	380	#FFFF33	p__Fusobacteriota
s__Fusobacterium vincentii	6.370130680571209	300	#FFFF33	p__Fusobacteriota
s__Fusobacterium massiliense	6.374742801508706	360	#FFFF33	p__Fusobacteriota
s__Fusobacterium nucleatum	6.383574546110087	180	#FFFF33	p__Fusobacteriota
s__Fusobacterium sp000235465	6.388365597468591	340	#FFFF33	p__Fusobacteriota
s__Fusobacterium_A varium_B	6.397217708398816	280	#FFFF33	p__Fusobacteriota
s__Fusobacterium periodonticum_D	6.399085667733074	240	#FFFF33	p__Fusobacteriota
s__Fusobacterium_A mortiferum	6.403746877885769	400	#FFFF33	p__Fusobacteriota
s__Fusobacterium_C gonidiaformans	6.409793853218995	320	#FFFF33	p__Fusobacteriota
s__Fusobacterium_A sp900015295	6.415184998506889	380	#FFFF33	p__Fusobacteriota
s__Fusobacterium_C necrophorum	6.418053582630809	200	#FFFF33	p__Fusobacteriota
s__Leptotrichia wadei	6.430346211306755	360	#FFFF33	p__Fusobacteriota
s__Zag1 sp001765415	6.435117895364891	260	#377EB8	p__Cyanobacteria
s__Zag111 sp002102825	6.4369730774560985	300	#377EB8	p__Cyanobacteria
s__CAG-306 sp000980375	6.447640930555191	340	#377EB8	p__Cyanobacteria
