Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,sample_name,sequencing_method,SRA Study,Submitter_Id,AvgSpotLen,Bases
ERR1293911,WGS,PRJEB12449,SAMEA3879603,953259832,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365483,SAMEA3879603,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879603,MMRS65862658ST-27-0-0,Illumina,ERP013933,MMRS65862658ST-27-0-0,174,1481855846
ERR1293913,WGS,PRJEB12449,SAMEA3879603,986529833,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365485,SAMEA3879603,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879603,MMRS65862658ST-27-0-0,Illumina,ERP013933,MMRS65862658ST-27-0-0,175,1523131623
ERR1293916,WGS,PRJEB12449,SAMEA3879604,854700834,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365488,SAMEA3879604,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879604,MMRS15137911ST-27-0-0,Illumina,ERP013933,MMRS15137911ST-27-0-0,179,1330578120
ERR1293918,WGS,PRJEB12449,SAMEA3879605,831861576,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365490,SAMEA3879605,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879605,MMRS42570301ST-27-0-0,Illumina,ERP013933,MMRS42570301ST-27-0-0,,
ERR1293921,WGS,PRJEB12449,SAMEA3879605,820550733,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365493,SAMEA3879605,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879605,MMRS42570301ST-27-0-0,Illumina,ERP013933,MMRS42570301ST-27-0-0,,
ERR1293923,WGS,PRJEB12449,SAMEA3879606,985783167,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365495,SAMEA3879606,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879606,MMRS81130264ST-27-0-0,Illumina,ERP013933,MMRS81130264ST-27-0-0,174,1474564640
ERR1293924,WGS,PRJEB12449,SAMEA3879606,965810729,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365496,SAMEA3879606,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879606,MMRS81130264ST-27-0-0,Illumina,ERP013933,MMRS81130264ST-27-0-0,174,1449331993
ERR1293927,WGS,PRJEB12449,SAMEA3879607,703826474,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365499,SAMEA3879607,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879607,MMRS51307502ST-27-0-0,Illumina,ERP013933,MMRS51307502ST-27-0-0,169,1053579326
ERR1293931,WGS,PRJEB12449,SAMEA3879608,1382743196,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365503,SAMEA3879608,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879608,MMRS61683006ST-27-0-0,Illumina,ERP013933,MMRS61683006ST-27-0-0,175,2166841554
ERR1293933,WGS,PRJEB12449,SAMEA3879608,1405396309,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365505,SAMEA3879608,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879608,MMRS61683006ST-27-0-0,Illumina,ERP013933,MMRS61683006ST-27-0-0,174,2190016891
ERR1293934,WGS,PRJEB12449,SAMEA3879609,680834091,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365506,SAMEA3879609,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879609,MMRS97327636ST-27-0-0,Illumina,ERP013933,MMRS97327636ST-27-0-0,,
ERR1293826,WGS,PRJEB12449,SAMEA3879582,668366998,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365398,SAMEA3879582,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879582,MMRS44587603ST-27-0-0,Illumina,ERP013933,MMRS44587603ST-27-0-0,175,1041130521
ERR1293827,WGS,PRJEB12449,SAMEA3879582,677518937,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365399,SAMEA3879582,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879582,MMRS44587603ST-27-0-0,Illumina,ERP013933,MMRS44587603ST-27-0-0,176,1057015993
ERR1293828,WGS,PRJEB12449,SAMEA3879582,703605536,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365400,SAMEA3879582,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879582,MMRS44587603ST-27-0-0,Illumina,ERP013933,MMRS44587603ST-27-0-0,175,1085209992
ERR1293829,WGS,PRJEB12449,SAMEA3879582,689469540,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365401,SAMEA3879582,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879582,MMRS44587603ST-27-0-0,Illumina,ERP013933,MMRS44587603ST-27-0-0,175,1070459580
ERR1293830,WGS,PRJEB12449,SAMEA3879583,912772166,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365402,SAMEA3879583,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879583,MMRS78791111ST-27-0-0,Illumina,ERP013933,MMRS78791111ST-27-0-0,174,1407812220
ERR1293831,WGS,PRJEB12449,SAMEA3879583,852411876,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365403,SAMEA3879583,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879583,MMRS78791111ST-27-0-0,Illumina,ERP013933,MMRS78791111ST-27-0-0,163,1187924221
ERR1293834,WGS,PRJEB12449,SAMEA3879584,1152552778,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365406,SAMEA3879584,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879584,MMRS64281211ST-27-0-0,Illumina,ERP013933,MMRS64281211ST-27-0-0,173,1711019655
ERR1293835,WGS,PRJEB12449,SAMEA3879584,1140658821,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365407,SAMEA3879584,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879584,MMRS64281211ST-27-0-0,Illumina,ERP013933,MMRS64281211ST-27-0-0,172,1693795584
ERR1293836,WGS,PRJEB12449,SAMEA3879584,1156291382,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365408,SAMEA3879584,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879584,MMRS64281211ST-27-0-0,Illumina,ERP013933,MMRS64281211ST-27-0-0,173,1713554248
ERR1293837,WGS,PRJEB12449,SAMEA3879584,1148650073,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365409,SAMEA3879584,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879584,MMRS64281211ST-27-0-0,Illumina,ERP013933,MMRS64281211ST-27-0-0,173,1706971712
ERR1293841,WGS,PRJEB12449,SAMEA3879585,869631522,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365413,SAMEA3879585,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879585,MMRS71238091ST-27-0-0,Illumina,ERP013933,MMRS71238091ST-27-0-0,,
ERR1293845,WGS,PRJEB12449,SAMEA3879586,1078104931,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365417,SAMEA3879586,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879586,MMRS92544445ST-27-0-0,Illumina,ERP013933,MMRS92544445ST-27-0-0,175,1656842727
ERR1293848,WGS,PRJEB12449,SAMEA3879587,1010535961,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365420,SAMEA3879587,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879587,MMRS38861560ST-27-0-0,Illumina,ERP013933,MMRS38861560ST-27-0-0,175,1550444775
ERR1293849,WGS,PRJEB12449,SAMEA3879587,1010657894,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365421,SAMEA3879587,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:20Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879587,MMRS38861560ST-27-0-0,Illumina,ERP013933,MMRS38861560ST-27-0-0,175,1552043598
ERR1293850,WGS,PRJEB12449,SAMEA3879588,711400763,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365422,SAMEA3879588,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879588,MMRS97307143ST-27-0-0,Illumina,ERP013933,MMRS97307143ST-27-0-0,,
ERR1293851,WGS,PRJEB12449,SAMEA3879588,718911634,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365423,SAMEA3879588,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879588,MMRS97307143ST-27-0-0,Illumina,ERP013933,MMRS97307143ST-27-0-0,,
ERR1293853,WGS,PRJEB12449,SAMEA3879588,716976557,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365425,SAMEA3879588,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879588,MMRS97307143ST-27-0-0,Illumina,ERP013933,MMRS97307143ST-27-0-0,,
ERR1293856,WGS,PRJEB12449,SAMEA3879589,740111058,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365428,SAMEA3879589,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879589,MMRS62192467ST-27-0-0,Illumina,ERP013933,MMRS62192467ST-27-0-0,,
ERR1293857,WGS,PRJEB12449,SAMEA3879589,747858519,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365429,SAMEA3879589,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879589,MMRS62192467ST-27-0-0,Illumina,ERP013933,MMRS62192467ST-27-0-0,,
ERR1293861,WGS,PRJEB12449,SAMEA3879590,1192736260,"EUROPEAN MOLECULAR BIOLOGY LABORATORY, HEIDELBERG,",1985/1987,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-02-24,2016-02-24,2018-11-16,2016-10-21,human-associated habitat,feces,feces,ERX1365433,SAMEA3879590,USA,North America,USA,39N,77W,human-gut,EMBL,European Molecular Biology Laboratory,2016-02-24T17:02:29Z,2016-10-21T09:37:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,human gut metagenome,ILLUMINA,"Reproducibility of associations between the human gut microbiome and colorectal cancer assessed in a patient population from Washington\, DC\, USA",2016-02-25T00:00:00Z,SAMEA3879590,MMRS11664448ST-27-0-0,Illumina,ERP013933,MMRS11664448ST-27-0-0,173,1761489337
