Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Month,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Subject
SRR5650085,WGS,196,4024112515,PRJNA385949,SAMN07199858,Metagenome or environmental,2799492282,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887172,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8600mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p8600_mo7,SRP108708,p8600
SRR5650086,WGS,196,4220193144,PRJNA385949,SAMN07199919,Metagenome or environmental,2913143767,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2887171,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:53:00Z,1,p8775_mo7,SRP108708,p8775
SRR5650087,WGS,196,4347099950,PRJNA385949,SAMN07199920,Metagenome or environmental,3004430584,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX2887170,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:00:00Z,1,p8775_mo8,SRP108708,p8775
SRR5650088,WGS,196,3390945765,PRJNA385949,SAMN07199917,Metagenome or environmental,2364078698,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2887169,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8775_mo5,SRP108708,p8775
SRR5650089,WGS,196,4026230987,PRJNA385949,SAMN07199918,Metagenome or environmental,2775550925,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887168,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8775_mo6,SRP108708,p8775
SRR5650090,WGS,196,3948559941,PRJNA385949,SAMN07199915,Metagenome or environmental,2744648123,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887167,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p8775_mo3,SRP108708,p8775
SRR5650091,WGS,196,3728810238,PRJNA385949,SAMN07199916,Metagenome or environmental,2593613164,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887166,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:05:00Z,1,p8775_mo4,SRP108708,p8775
SRR5650092,WGS,196,4468246746,PRJNA385949,SAMN07199912,Metagenome or environmental,1814052099,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887165,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8775_mo12,SRP108708,p8775
SRR5650093,WGS,196,11326053931,PRJNA385949,SAMN07199914,Metagenome or environmental,7831056527,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887164,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:08:00Z,1,p8775_mo2,SRP108708,p8775
SRR5650094,WGS,199,3422225077,PRJNA385949,SAMN07199921,Metagenome or environmental,1409966688,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2887163,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p8775_mo9,SRP108708,p8775
SRR5650095,WGS,195,198223313,PRJNA385949,SAMN07199922,Metagenome or environmental,80670208,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2887162,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:43:00Z,1,p8808_mo10,SRP108708,p8808
SRR5650096,WGS,196,3490310779,PRJNA385949,SAMN07199941,Metagenome or environmental,2414075772,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX2887161,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:57:00Z,1,p8816_mo8,SRP108708,p8816
SRR5650097,WGS,198,2594506373,PRJNA385949,SAMN07199942,Metagenome or environmental,1104886616,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887160,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:49:00Z,1,p8816_mo9,SRP108708,p8816
SRR5650098,WGS,196,3580735508,PRJNA385949,SAMN07199937,Metagenome or environmental,2480501953,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887159,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:55:00Z,1,p8816_mo4,SRP108708,p8816
SRR5650099,WGS,196,4442411213,PRJNA385949,SAMN07199938,Metagenome or environmental,3086858408,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887158,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:54:00Z,1,p8816_mo5,SRP108708,p8816
SRR5650100,WGS,196,4074875776,PRJNA385949,SAMN07199939,Metagenome or environmental,2821796844,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2887157,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p8816_mo6,SRP108708,p8816
SRR5650101,WGS,196,3558332550,PRJNA385949,SAMN07199940,Metagenome or environmental,2459519393,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887156,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8816_mo7,SRP108708,p8816
SRR5650102,WGS,199,2932233442,PRJNA385949,SAMN07199933,Metagenome or environmental,1209044331,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887155,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:48:00Z,1,p8816_mo11,SRP108708,p8816
SRR5650103,WGS,198,6299899474,PRJNA385949,SAMN07199934,Metagenome or environmental,2380731843,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX2887154,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:01:00Z,1,p8816_mo12,SRP108708,p8816
SRR5650104,WGS,197,8848618797,PRJNA385949,SAMN07199935,Metagenome or environmental,6081709440,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887153,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:05:00Z,1,p8816_mo2,SRP108708,p8816
SRR5650105,WGS,196,4097171348,PRJNA385949,SAMN07199936,Metagenome or environmental,2835599240,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX2887152,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8816mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:00:00Z,1,p8816_mo3,SRP108708,p8816
SRR5650106,WGS,198,4600515029,PRJNA385949,SAMN07199848,Metagenome or environmental,1746015619,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2887151,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:53:00Z,1,p8585_mo9,SRP108708,p8585
SRR5650107,WGS,196,3961221292,PRJNA385949,SAMN07199847,Metagenome or environmental,2737145473,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2887150,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p8585_mo8,SRP108708,p8585
SRR5650108,WGS,199,1717628552,PRJNA385949,SAMN07199844,Metagenome or environmental,963038611,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX2887149,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:48:00Z,1,p8585_mo4,SRP108708,p8585
SRR5650109,WGS,199,1473188407,PRJNA385949,SAMN07199843,Metagenome or environmental,826677108,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887148,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:47:00Z,1,p8585_mo3,SRP108708,p8585
SRR5650110,WGS,197,10994522469,PRJNA385949,SAMN07199846,Metagenome or environmental,7607721547,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887147,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:08:00Z,1,p8585_mo7,SRP108708,p8585
SRR5650111,WGS,199,1673798539,PRJNA385949,SAMN07199845,Metagenome or environmental,949785107,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887146,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo6,PAIRED,RANDOM,METAGENOMIC,6,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:49:00Z,1,p8585_mo6,SRP108708,p8585
SRR5650112,WGS,196,878600877,PRJNA385949,SAMN07199840,Metagenome or environmental,605256580,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887145,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:46:00Z,1,p8582_mo9,SRP108708,p8582
SRR5650113,WGS,196,4254230041,PRJNA385949,SAMN07199839,Metagenome or environmental,2959965864,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887144,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:55:00Z,1,p8582_mo8,SRP108708,p8582
SRR5650114,WGS,199,1359839891,PRJNA385949,SAMN07199842,Metagenome or environmental,762533001,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX2887143,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p8585_mo2,SRP108708,p8585
SRR5650115,WGS,193,4567635647,PRJNA385949,SAMN07199841,Metagenome or environmental,3112900392,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887142,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8585mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:55:00Z,1,p8585_mo1,SRP108708,p8585
SRR5650116,WGS,198,1437571767,PRJNA385949,SAMN07199952,Metagenome or environmental,599957984,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887141,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:47:00Z,1,p8883_mo12,SRP108708,p8883
SRR5650117,WGS,196,3336589185,PRJNA385949,SAMN07199951,Metagenome or environmental,1360476771,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX2887140,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:56:00Z,1,p8883_mo11,SRP108708,p8883
SRR5650118,WGS,196,3620999125,PRJNA385949,SAMN07199946,Metagenome or environmental,1497315255,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887139,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:55:00Z,1,p8855_mo3,SRP108708,p8855
SRR5650119,WGS,196,4502259635,PRJNA385949,SAMN07199945,Metagenome or environmental,1824248462,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887138,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo12,PAIRED,RANDOM,METAGENOMIC,12,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:00:00Z,1,p8855_mo12,SRP108708,p8855
SRR5650120,WGS,196,3888687662,PRJNA385949,SAMN07199944,Metagenome or environmental,1570049741,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX2887137,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:57:00Z,1,p8855_mo11,SRP108708,p8855
SRR5650121,WGS,198,1712405995,PRJNA385949,SAMN07199943,Metagenome or environmental,665077668,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2887136,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:48:00Z,1,p8855_mo10,SRP108708,p8855
SRR5650122,WGS,198,1414621317,PRJNA385949,SAMN07199950,Metagenome or environmental,546653399,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX2887135,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:49:00Z,1,p8883_mo10,SRP108708,p8883
SRR5650123,WGS,196,2434246957,PRJNA385949,SAMN07199949,Metagenome or environmental,1000324190,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887134,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:54:00Z,1,p8855_mo9,SRP108708,p8855
SRR5650124,WGS,197,1927019450,PRJNA385949,SAMN07199948,Metagenome or environmental,747711850,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX2887133,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8855_mo8,SRP108708,p8855
SRR5650125,WGS,196,4060831795,PRJNA385949,SAMN07199947,Metagenome or environmental,1641732351,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX2887132,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8855mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:55:00Z,1,p8855_mo4,SRP108708,p8855
SRR5650126,WGS,196,1730186418,PRJNA385949,SAMN07199926,Metagenome or environmental,705838848,BROAD INSTITUTE,2013,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX2887131,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8808mo5,PAIRED,RANDOM,METAGENOMIC,5,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p8808_mo5,SRP108708,p8808
SRR5650127,WGS,198,1633088849,PRJNA385949,SAMN07199959,Metagenome or environmental,628327928,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX2887130,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo9,PAIRED,RANDOM,METAGENOMIC,9,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:54:00Z,1,p8883_mo9,SRP108708,p8883
SRR5650128,WGS,196,3785751209,PRJNA385949,SAMN07199960,Metagenome or environmental,1554615416,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX2887129,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9061mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:59:00Z,1,p9061_mo1,SRP108708,p9061
SRR5650129,WGS,196,5222519132,PRJNA385949,SAMN07199957,Metagenome or environmental,2117866754,BROAD INSTITUTE,2013,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX2887128,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo7,PAIRED,RANDOM,METAGENOMIC,7,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:01:00Z,1,p8883_mo7,SRP108708,p8883
SRR5650130,WGS,196,2108533478,PRJNA385949,SAMN07199958,Metagenome or environmental,861337069,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX2887127,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo8,PAIRED,RANDOM,METAGENOMIC,8,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:53:00Z,1,p8883_mo8,SRP108708,p8883
SRR5650131,WGS,196,632310649,PRJNA385949,SAMN07199955,Metagenome or environmental,258159897,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX2887126,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8883mo4,PAIRED,RANDOM,METAGENOMIC,4,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:48:00Z,1,p8883_mo4,SRP108708,p8883
SRR5650132,WGS,196,11766443190,PRJNA385949,SAMN07199830,Metagenome or environmental,8148941311,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887125,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:21:00Z,1,p8582_mo11,SRP108708,p8582
SRR5650133,WGS,196,10650811797,PRJNA385949,SAMN07199829,Metagenome or environmental,7411863347,BROAD INSTITUTE,2013,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2887124,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo10,PAIRED,RANDOM,METAGENOMIC,10,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T10:28:00Z,1,p8582_mo10,SRP108708,p8582
SRR5650134,WGS,199,1986386907,PRJNA385949,SAMN07199828,Metagenome or environmental,1112839884,BROAD INSTITUTE,2013,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887123,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8582mo1,PAIRED,RANDOM,METAGENOMIC,1,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:51:00Z,1,p8582_mo1,SRP108708,p8582
SRR5650135,WGS,196,1609173858,PRJNA385949,SAMN07199961,Metagenome or environmental,648542439,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX2887122,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9061mo2,PAIRED,RANDOM,METAGENOMIC,2,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:50:00Z,1,p9061_mo2,SRP108708,p9061
SRR5650136,WGS,198,4050121147,PRJNA385949,SAMN07199962,Metagenome or environmental,1551481114,BROAD INSTITUTE,2013,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX2887121,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p9061mo3,PAIRED,RANDOM,METAGENOMIC,3,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:58:00Z,1,p9061_mo3,SRP108708,p9061
SRR5650137,WGS,198,1979937979,PRJNA385949,SAMN07199911,Metagenome or environmental,757628691,BROAD INSTITUTE,2013,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX2887120,USA,North America,USA:Boston,Illumina HiSeq 2000,stool,42.3632 N 71.0688 W,p8775mo11,PAIRED,RANDOM,METAGENOMIC,11,human gut metagenome,ILLUMINA,2017-12-13T00:00:00Z,2017-06-07T09:52:00Z,1,p8775_mo11,SRP108708,p8775
